node,count,star,friends
cUnvmWGohwnZgZtltVmblA,484,3.79,786
S7yjKXwg_varLZVZ8TJ5Bg,210,3.84,256
Wx7cbLDqYEL3_aVZwh82Ww,1119,3.92,1725
6WGstciliEoM1lOXOE1Qbg,89,3.38,337
MUkICqEPfYy3zcOrbAD1fg,101,3.67,406
tPY1853E2cpsp61WnBorOQ,497,3.8,300
f7b0J3O-5mYCFwH51saMmQ,105,3.61,137
SHx22wa6WIOll_zF2Y8VOw,16,4,221
G0V3dA2TOxeb42Daks85_Q,63,3.3,44
Tf63LdfubjlFm974OrdTXg,29,3.83,139
jCfyi8mOBqMJrj_DZFalgg,659,3.14,5432
S9kSawG9Ry10RlUkdGZvAQ,207,3.86,437
_vk88Fk8e7_HkXSMb9M9AQ,850,3.74,177
csXxuCdTcvdj588TypwLHA,27,3.55,31
1z5LVnZhXrWgsQgMDpIIzw,255,4.17,566
G_UJ89_wlVStParcJ7wWBw,57,4.17,204
k4YFAfgPMjpUujL78SrGbQ,155,4.07,110
kyG14FyCWmVW3Uefs_GE_Q,221,4.07,528
WI9UJah3bVB258wzEIh34A,460,3.96,791
sx64BpoAn-Q2in04Pk5Lhw,87,3.6,51
nfPQLXIs8BK6Ed43VRNogg,2,5,15
GUgpBHOTvHLP0ghauooi6w,126,4.34,542
ScVD2Al7THJhOpQv4KJlFg,234,3.78,224
kxaVs5oCaqV1XrLXQVOc8Q,17,4.12,150
lQ--MMJ6CJoUWznG2qKz5g,119,3.9,157
lU6KONMhTzNjBaVZklaAvw,48,3.79,12
EbbOIQ5oAamS9D_B_7cC7w,1318,4.21,644
tQRw0aZcyns3i2V7PxygKw,257,3.86,513
78c_llOEjlJ5lW35bL137w,866,4.1,1629
SpS3nqwd-_jUJcyoEEPq8Q,128,4.09,834
74DWdS-iMZ-1H86ZT8MM1Q,104,3.75,151
H3HyDgexOXuRgUGUpaYnNQ,20,4.1,80
55uUW4exFEnL6ndmuGW0sA,19,4.37,98
irkLTpGy-NJjJDgkqZXC4A,763,4.04,600
BckdIX8fO4DU1_imxObJPA,74,3.56,88
lpWwjXujY99QDJJn-VH2_Q,35,3.24,918
FT95RqG4gMK3rE1fQGtojA,219,4.21,175
QJ4wChvGysxq-Oi8dVK2rg,51,4.35,315
qxGW8CRlLUmmwYx_h864wg,393,4.2,170
nI6azEoEn2piwU2xpPF1iQ,16,2.82,937
1sS_8gy2Ggh6CF5rWM2R2Q,5,2.2,27
aNVu-NvXHnBVTmCpKCS7lQ,10,4.1,89
ImGEvjBcGs8EUUvy0uq5YQ,18,2.31,166
8aKkySUPDnFCWQjVhz8hEw,6,4.83,150
GN9sdzszza0ttEZ4BijwXA,61,4.09,127
OSFIeCqeQQqcrVAzdPWxTQ,47,4.13,155
HDgKu0OPre5_4myy7owl_A,123,4.48,283
KmtK1nBp-jtn82WBFQZhjA,228,3.81,50
tEy1MNP7tHJlZgP7xqF4yA,323,3.56,998
s04yHtI8v9VKJsZKESWDSQ,148,3.77,176
mO5FIzInRXwTOGqYslekFA,55,4.66,23
_Ue5wuUDHvucpSk-SBlj7g,17,3.89,317
XHyNZFoFTd9v3LCT_nk9-A,59,3.91,34
u4bBMzYgfay1FA7nHiktRQ,13,2.73,13
Y0X8z5aqx2tseWN7HHm81w,4,4.25,1
8sLdLHW65eSgyNyjbdJFWQ,256,3.86,174
ElCiI27fqTp5_lhU-cwgzQ,15,3.47,145
GdJj1npaUyjSF_EZ4Nwu4A,439,4.03,394
b4QoVRhlpMkg8g675uPd7w,34,5,25
OFstJMdmxfzMgEiphba9aQ,27,4.74,44
RebcFk7_1qmniMClGWMlNw,183,4,1713
c4eh4aq5Bw9zVMt4xLG2ew,1,3.62,325
w_7VA5j2Pcw7-m4fxmzoQw,148,4,33
i7Uceh9Rp53MbKiy0tPX4Q,77,3.88,83
QwY_IrZ7Xs4N1ksO6GUBOA,762,3.62,1092
QTlwLu-7xH5Lzogi13Z2ww,36,4.43,92
96IKLbNHdK-sOAjuMwoegw,931,3.96,1299
NjLRgbRZiwEIMpAgXypJtw,275,3.29,230
BopI8u1i2EIQcbTcZUuQXg,47,4.39,146
l5J_HyR1xn8PkqZO3CVV1A,895,4.08,1214
bXkKBLQnNUcUw_PDVnOQPg,115,3.91,279
z3WHx5PVY6BglO4d6Uo9Ww,175,3.62,41
Z93LEsbpKNOZ13FRJrXVeQ,156,4.56,86
ixd09Z8vEeAz3TJsLDxYSg,9,4.27,2
f8QWAWj6YWEE6k5Eewd4yg,365,3.76,328
tOHZb9yhpLFjwC4TAS_adQ,50,4.72,59
9E-KyiIy6YUobZ5kPBUhtg,258,3.14,96
0gEDwhSUIWIBz23MbLYMig,698,3.79,1104
CNdJaOdUjLIceVxhWcMNRA,742,3.87,782
0tt1di5UXbNhLkJp0XgLmw,50,4.16,60
s5o6DQgvrnmJlbw2IDM9zQ,29,4.09,13
pzP7cDxdPKD6hA5tMtKFgw,54,4.13,293
F3swTsmAQ5u0vLZFKtkG7A,1191,3.66,1487
8t9YcztOTP_W8yxtG41vVw,61,3.56,22
LjNubz7Q5VJOzRY5j3Q_nw,1102,4.16,279
r34WTuxQ8H5I-eWR6bl3Tw,782,3.6,505
9uYtxCQ4y_2j_8ldgsmRaQ,39,3.23,5
g5JvNSSkz6q04uvDcqSU_g,1100,3.79,1206
P_zJ0bvns-RgGdCC2sNi2Q,39,4.3,5277
SPmBWvuWMmJHUA8yS_PwPA,156,3.9,308
vcJzdFalE62WYvIgLf_1Mg,41,3.68,88
CVlGVvlR436OH8Q1pHfz-Q,243,4.01,617
NCg53EdDxLZrVAF2PQppTw,162,4.05,561
fLKbns1B_8AnbRqHFloALw,505,3.72,235
PauNerg-kHRpoqLwB6F5CQ,905,3.52,340
1Idc35tGsgkB3G2ntig0LA,242,3.61,368
LFha-r2VljAzN13YwySTXw,443,3.74,808
pIo73J0a7bxCK7q9BHdkzg,524,3.88,578
zHWQe2LR1EgRSqvgO-A1ow,1852,3.87,1947
0wYuREI8lQncPuDw5ztWIA,1311,4.13,600
Nd9VeCv885fxyHMMhRM2tg,286,3.8,43
JqvMnkshOzWASc6O8D_93A,23,3.84,1172
a21yEFhTXEJImb9hGl0JyQ,802,3.98,1468
ZcFB7xOpJufgX9hHPFh9mQ,270,4.07,4311
Lr-B-r-KF80yFy-2u336bw,2072,3.99,3129
SZDeASXq7o05mMNLshsdIA,224,4.27,131
6xl9EVLg1MTwq4gw21e4Nw,631,3.73,1479
jOBRMoOtFULuBfLj2Nvn3Q,409,3.88,194
KtUS6HMhgIPHXuwwkwReEw,405,3.63,807
eyx42e79U0UEIqWabS1GEA,548,3.59,2069
_Idlsaw2hXJN8NtNWamt2Q,886,3.43,371
PsF-A4zQ2n7o1SF6oUNjcw,1486,3.62,214
Tl9hEyzpEdoayOe-VhCV-Q,71,4.04,23
0kSXMbNFo7mdwTPj4iQv9A,1022,2.98,1576
rGdW50y9qjzvx2Zboyl9Mw,199,4.1,585
XN3VCkjI72xpV0RoXn9ftA,56,4.04,191
g6TmwkyUY4tquHreLluC2Q,363,3.84,337
UVxY0iyPaqY7s4BSFtt-xA,1956,3.53,5195
VHdY6oG2JPVNjihWhOooAQ,2101,4.22,7342
QJI9OSEn6ujRCtrX06vs1w,1982,3.61,5840
QnoN3SNip50oBtgjXmfGYQ,256,3.96,198
PYxHpeTz2ZxZNJEBIAJgvg,547,3.66,300
Br8LOacyANG7nI9r0DRqLQ,361,3.65,725
hcGgZ4PbKcM3K1clw7tEGA,2450,3.73,1166
UXbCcmkYGl3DH_Py5UOtbQ,2704,4.17,310
d7zg-HnnIN495LpdCMj1_g,465,3.76,384
bgOjO-HX-7wzUlXeXJJ2pA,165,3.8,425
MHgx5SI47QYBkjt-SXFHCA,60,4.03,82
Qb5zbzvIeyWPxtysZKVJFg,657,3.83,2215
nzsv-p1O8gCfP3XijfQrIw,4157,3.46,2086
2l0O1EI1m0yWjFo2zSt71w,2837,3.92,5908
c-c64rURhBR8V8scSbwo7Q,633,4.39,2892
c3zbyPxCXhO-oQdaGQV51Q,264,3.72,864
Jj4IwAMx4iEhoZsKlqi60g,312,3.62,211
CLKGEdkqwQT6oVJG_deC7g,335,4.09,445
p5Pg5yC0tXrTE-mE-rwiKA,516,3.68,511
jOZheuOkUGKp4htT0xHIlA,493,3.93,348
wtNVQS20Fi7DRrDPXPUubA,146,3.51,216
u5fnrkB6fiQkHUo27rJMrw,422,4,754
mlyWbiBf2l0fX_5pYL3rCA,543,3.74,4890
gBEihTFxWQ5CzOH1tGjAPw,229,3.82,1374
1vHp6NVqzLzW9QWQA0Ti3w,44,4.41,109
4Y81J2Tdq5XAnkeYmCZ2ow,1413,4.1,6266
U6KBNi5oTnOetfiFsKi2RA,466,4.27,186
o_8sVoYIFnoVun5YY_lAEg,184,4,5700
6eS1LvgPp_1xa6mhoI7HIw,275,3.48,835
cAmd-fttNSq-8zgreIy2YQ,146,3.8,2348
EO1Cz15wYnHQ0aGc9T6tzw,2340,3.31,1014
i_is4plaIQhO5zddLvgsfg,948,4.19,746
IeGJAGat7pQhy_DMpDOI8A,453,4.02,223
W8Rf7y6vPn4c5WJvSGbRng,270,3.33,823
bxz_iJRHZawU2GMBKZ7MgA,198,3.72,215
3ZYUbNKFfg_BX3fyram9jQ,116,4.07,308
zASeBKzUEqh3WAkeT121Vw,357,3.25,899
ZbHkj6HH4udAwi6MMx2SjA,516,4.16,1391
u8WIVYVQxiAFJWLdjJNkIQ,973,3.94,4103
f5DGDDqUjQkAih8Cr4BEzg,351,3.94,610
YAJswo-twIgeKX0mdW2r3A,227,3.78,356
h9GVLf7Crm4kNuLFBDnEIw,491,3.65,248
NGXspYHMmrPACos5Ab9h9A,129,4.32,1656
z-R-_pNPK8FqHFSfC422SQ,913,3.35,362
jYknm57qpeZzTueiVIYTOA,134,3.81,45
QGT0UfZDACLmoGhMnWtJIA,88,3.6,335
SbQJ5ZhNphBxEBx7zAwakg,215,3.81,357
QEj-Jcv-4B-sa9qfHaihWA,33,4.54,30
6ow0IikyzryEwUnPamraMQ,202,3.31,252
8wJd011iFenDu9UPp-k5XA,297,4.39,624
sHwBXS0trP0CC_f5K_11VA,823,3.77,510
fXdANQIcVMmy2rS8_h76ZA,458,3.67,346
9BC2GmnPFt6zHqFEHfPC8Q,84,3.28,253
X-cHFsVb_uFMHpxtWx5RlA,228,4.11,963
GOm06gmRYt2Pckfmc2eZkA,407,3.81,470
a2E50HoU89NLZvh1YP8fgA,565,3.86,609
q-gpZeBLnhCBATuQzT6ANA,432,3.65,448
DkYv0GTlLQMEBkE7cmPnvQ,520,3.66,817
pY2hKxkXzepgK7uUHSol_w,157,3.7,110
hiq7qyqKceiFWOTwUb6VMQ,386,3.4,71
QFNWa_z6y-B5v8wKQ1xmgw,167,3.19,279
UjdXmidMORtCEZF68tJqKw,33,3.94,24
oqlsEXRRzXKJT_fy-IDsgg,616,4.28,248
IroFqw-of35SDHFtj4hIVQ,102,3.68,178
4H-P-Sv2BU1gx5ZDdn7FkA,149,3.74,722
KOrnphsrZR20qmgHERABEA,38,4.03,26
5O3VvfDu_HDvgUviAqmTEA,1283,4.1,715
7QqkDKQhc8F7SPg0PBLb-A,30,4.23,260
tkXqjDH2_3SvEn8QVaJavA,610,3.78,187
dfYNTBw--CYlZbFz581kYQ,1115,3.95,3739
tQ_m_RDlcSEPx0EqZwdggQ,94,4.1,22
X_gGElL3taerQd8dq6EdgA,384,3.85,784
qDnwxet4UbrriG_pMs52gQ,144,3.83,21
kie7nzDJYisVYHGWBS373Q,439,3.7,453
4pCccUOx_iBWCwtv-ObTBQ,359,3.92,207
Sb-D7NqoQKOLbLjzyarwaA,82,4.01,428
h0Jn9rkacf3tGw5BeZMHWA,185,3.49,249
Jm8NXbXoFvxY_cW19k9KLQ,143,4.12,109
wSByVbwME4MzgkJaFyfvNg,837,4.16,4053
2Pwzml8GbxNmMc2uWRg_8Q,103,4.02,180
8Aqr35f254lOeitNowt7ig,239,3.73,238
ci7Q6NvXQ8UZrBHusVX18g,1289,3.27,3061
5rRnMniakQL8RTqG9TmcoQ,228,4.03,228
6tbXpUIU6upoeqWNDo9k_A,1029,3.59,6209
G9Vb6yQ047TC3O_-GG4WZA,1543,4.17,5667
aN3bpfDLsMjQloJ_4-P13Q,234,3.28,108
RT8Y7PxPzC7DuAjAquNjng,468,4.18,683
yIEuEsxYjluP5pG5zplohg,216,3.73,561
KhjOWuMOTtLuxqqjMaoagA,328,3.74,386
VRvD7-JHdWdTQnh1lRCw_A,618,4.01,695
oY0RIWGykQK38ZbyBvb44g,179,3.38,227
zO9Z4y6JbyiMYDplbmUc8Q,693,3.14,236
OgYi5x02MBukfxPNFe1ePg,1516,3.84,3041
fSvOdnryI9FPJ2ylcsE2ig,1202,4.09,675
M9rRM6Eo5YbKLKMG5QiIPA,960,3.42,4300
kxA0vTDi1KABuA5Tgg1HKA,2154,3.64,1235
s6QghJT6IHNxV5MX8a66tw,937,3.57,253
mhp7ixQA9dqRqXKYcW3F7Q,1393,3.74,380
UM6pQfNPU9ApnVrrSgMY8w,140,4.13,89
r1npFsFHayAdfeQjeXFSvA,165,3.5,97
w9YZ6U4ytl097DS-k6DSEQ,372,3.84,1332
eRV6cKVHNqzXuESU6dAP-Q,325,4.08,131
Ve0LUwcrzxL7w0RYgY4Aaw,1987,4.2,7403
8gYDk0qh586uzePzzU763g,819,4.02,560
z8wN6EQuw_JF-zTjcNgsLw,364,3.96,4139
555hqFPf4-ogB3quzicINQ,185,3.85,561
CN8gwyZCygsLBYWHKqHENg,415,3.69,708
FVndKRU3IidTvAhOtIKlvw,105,3.79,55
aea3PTk1cMMV7UTh9HXINA,267,3.59,422
URHf5mueYVR0vGuVPr1oUQ,457,3.79,201
Wc5L6iuvSNF5WGBlqIO8nw,1433,4.18,3834
ZAlbHJhQUSVqMTe32qkchw,220,4.08,202
duymKKwUruH8GwbvcaFd0w,1178,4.07,561
4nIEoWJSb19c1YJAzRGt0A,272,3.96,181
JQGGHtzTA10plLAPIXM5jQ,31,3.77,1314
7Vvp8O4LKgKd1WuB0K2DcA,20,3.95,104
VIpe030PgHGaMB4pKPms7g,796,3.53,347
2PtYqXH0e6t9jng3boAOkQ,70,3.88,10
QUiEPHClIuOylnxq114P3Q,748,3.94,1291
TEtzbpgA2BFBrC0y0sCbfw,1136,4.4,4336
NSCy54eWehBJyZdG2iE84w,169,4.06,1392
fdTuNLNTUGMCtBPhFTeEpQ,204,3.85,24
hCeEeByBZlbf7ygW-wg-LQ,169,3.69,149
ShpJGiu6BuSwgy4D0Ci0NA,186,3.71,21
ysCBsXWPB-LAiewVS3jZfQ,4207,3.57,3238
UOMSN12IGpju4sKwIJQE_Q,390,3.91,3297
5Qdgn9b4KZI7gKX1gLIMeA,328,3.46,2047
WkBSBfRRloP6QFH7O8I5dg,586,4.07,1471
M_NXkghCAIMoOhTOsuI5Bg,253,3.85,423
m07sy7eLtOjVdZ8oN9JKag,5800,3.71,5755
JPjiiUSyHL8Mhtap-chOQw,567,3.44,270
sN-Q5DLPyfmv08ovoUcTfA,175,3.84,98
r-Ck0JPoMfHI7h2X0brm2w,1055,3.44,1414
IKx6LzJa7mPNjlGnqAIXpA,55,3.53,93
s-gcpca9f6ufDfq77LyT4A,221,4.11,411
sleT_f1YeYOkRVx6YXYpSw,36,4.33,10
rb3mm64ml7AFvSoHKoOilg,99,4.56,193
Xqo1ru1F7srvbUJaCNHkvQ,501,3.68,820
4D3opOXsJMbLTzB5u7I1cg,139,4.23,707
fIfKT5J7OWnr_sNP7VKkAw,637,3.94,2628
r9Wii37p0kEDIUt2e2_LqQ,1506,3.64,1803
0juzbrgcLHqobdK-OZAyiw,1210,3.55,1717
_owMBYfzT9dO7FXGXXzXqA,529,3.52,1606
Ardg5LcOx_ryZYvXIXvr9g,756,3.56,832
G40odYEY9J4iWOZvfRT_xA,221,3.43,294
37HswRimgBEf7_US-c3CDA,2619,4,502
aZtX3NethA-CovPXH0tKyA,753,3.75,919
93N4D4zw4-qltGpLQn447Q,121,3.93,203
JnGjZVSlfCkKHErvO5ts4g,788,3.64,456
pdq8mplROSDvKyMtRxUHag,377,3.82,245
fiiaBWyJmDxPOMG1uLE-Ng,147,4.22,22
ilY6DmBQLwDWsYTSF1E8pg,167,3.82,445
LdWIjNvjdaAoAfpQhT6F9w,932,4.03,839
7z-Crwkwo3wyngtjFhdJ9A,686,3.9,944
NSPc5WAzKjQr2D3SiFAeXg,595,4.11,238
z45-iwIBeN0DIRxBaJRB2w,310,4.1,399
PadmV2GEoA6mWpQUpPh7Ig,695,3.82,1070
8hvXl0oJmU61l17LG9aDag,773,4.1,1433
1ziPC7yx27Ps_m0MzN2OxQ,646,3.74,789
XAlgPQYihaK-r3ZsKNYVcg,390,3.43,772
37Hc8hr3cw0iHLoPzLK6Ow,495,3.72,534
3G0auUmElzcYYHNP88ZT2Q,525,3.25,227
dH-QdXtXuIb8jhAB60VAJw,142,3.56,320
XebED9q07_jQ8DXfyP_ICA,218,3.8,317
E9GIXD6rVF0oZublcl7jLQ,505,4,2240
fDny65qdxn3EJH0PZbCxIw,841,4.13,1056
SgiBkhXeqIKl1PlFpZOycQ,682,3.75,187
tGgTIueZy1JNTzQD9rkZLQ,1190,3.58,1454
5wwC8iWE4FvYJBvfeT-G7g,501,4.02,622
WF1o6AyXm6-NovD5dFnMOg,369,3.98,1544
Imx61z1uz5Luti90gDjLKQ,755,4.22,847
M271Ac7UKVaQ9U5AOvc_9A,1189,3.73,1657
Ar3bat-NGasrXDiS7WF8OA,1607,3.81,2181
2Dg4fbWB1uqouXC2X48E6g,233,3.82,139
D2epirooWNjvwTI6MFhNGw,1758,3.73,787
lX89A57ZsdTGx2BXaVLlYQ,697,4.13,658
zDltf7SGyDANcA6ndZkF7A,602,3.72,1534
yEcXJDqKjtssivl95HY-vQ,44,3.53,90
a8wKua129w25q4wtP26p2g,866,3.58,658
m5cBT7OYfn0HM0d-RCsdZQ,1654,3.91,2634
Q8lwG6Lc9w04LyGkfMQ_Lw,467,3.23,729
FRSoGLPQI16pus03avyaSA,418,4.43,784
7k5I6nL-4ywRFEjrvr8FBQ,591,3.69,654
-9I98YbNQnLdAmcYfb324Q,661,3.22,4770
RiRBxp0Le1tdV27AH21RFA,600,3.71,421
vXCi4JXoLfy_WZWsbHHOug,261,4.09,2533
xf_vN-BJHNccH8iUhPu4yg,497,3.87,1860
hRMpQlJQDObCpNSJ1qd_fA,393,3.82,87
oV_baOcy7TRuuxeQxvewzw,149,3.24,266
rqpyjwvDB0E-76zEljoMyw,246,3.68,243
wb2I6PxYjRStE7OGLL4S7A,258,3.97,991
iChrn349gyWB-8UGyn8a6Q,428,3.72,2170
95edfkib57iP3mkciutSGQ,614,3.53,659
ACUVZ4SiN0gni7dzVDm9EQ,2093,4.11,6114
ygh1FAM5zmfWFeKsV6wJRg,373,3.97,1041
YlJNqoHqIssCHP25h2sUFA,408,3.84,267
T0gWkTHWRChVUe_Dn1F8nw,860,4.21,388
ra3OzaxpILytSjHRRKoT8g,667,3.83,125
cSvwgRq74ElhrE6AQEm3DQ,866,3.68,813
ChNbDcW57eg9WEOUCE69JQ,426,3.48,166
gBCKyJl4lEQZJc6WWEFvNw,157,4.27,52
Wb5Gs_FpWDYjrhn0luPd3A,1409,3.44,379
9xi0QUx4e-HCMO1FifqDgg,495,4.17,664
LNHtt3ydkZ14D2ZXXs6Gxg,483,3.99,433
zK__MouHgQpHSmLl3smjww,235,3.92,274
NOUfyJW-BAo_-Cbfo8edww,2516,3.62,3031
HYQoxBC1y1DGPq6pGP09Tw,1999,3.74,2540
RfDGx52UbQHbJf4a-ERWEw,117,3.74,134
kUXozMM-hvcSW87bM21RMw,553,3.97,1533
0j-6_eQQRZFkPjbBvUy1oQ,32,3.59,142
LNz5NSoV8XVZhxIp5wYh3Q,483,3.81,345
RFuMyqihKYlTKx8SNAjrVw,540,3.71,123
FXH0V3aHyy1-EIzycMHqDg,253,4.06,128
aJhKW-YPN7hjI4QNMgxfvQ,331,4.16,83
Hnu5s_myOZZIS2eny7liVA,1430,4.1,543
G5LXEaxhQMF_BVjNHkVr7g,1926,4.07,5382
1kpMAKRZuAz3OzxBav3XTg,1196,3.88,3954
d4NZ62Jirx_LSik6KGAF3A,167,3.91,152
_V6qMBCSzhwx96FLB3CJRw,750,3.69,715
vqNtKMeDbIJ07RUdexsAvQ,185,4.12,399
Wu4pMr0hMYFmu59r03exTA,412,3.84,78
i5kbTB7cb5KOcuOX6P3Y1g,298,3.72,599
PPmibzxRMr_tnxU_0HbP2A,74,3.76,143
lCB2P0vuS1M7rdhRSI2Cyw,1278,3.96,524
QkGZg-hYeKnARZvXvz5ABQ,48,3.39,45
CDZWiihsmtiP-cgBRSSljA,729,4.14,463
bBbdNye7PPMqjdExdA5stQ,216,3.99,253
ZnBTVsQMCuHdp4qmwrZNeQ,324,4.05,408
y_GMw0XBty_LRrFgSciPeA,257,3.86,108
HvdgGKbv1OHmKBPKQm-xNg,1138,3.64,505
qWOqPXPcaz_vz_ki2n1I8A,499,3.86,344
RgDVC3ZUBqpEe6Y1kPhIpw,1282,4.17,4689
X2eRW_1OOvgJXyD1vYSaSg,231,4.13,644
hE34xpG35WugHznWf79HfQ,901,3.3,405
GgpUb0DEOdbmkFJEfT1vgw,334,3.88,179
MGhhZe2Ajsld6Np4n63rVA,17,4.33,58
9CWr1HukCWdjW-5zTCXVIA,561,3.97,406
isQxsxlCjj6P8GQ_uuFwew,1043,4.01,660
5vXqog3DHrRXADKUg78B2w,197,4.1,314
KxrKVxdXGkfMJ9XwJZzoLQ,950,3.81,168
U6PGMWYyV1GpNfgS_4OiVA,188,3.57,341
RAtxWwSoLaLTphkNeqLNIw,134,4.1,275
aaKoXeGR5JF_57wfJrhKAg,179,3.45,38
hBicl52tMVsTecdZSVL-lQ,961,3.94,3662
3nD6vua8JAQq-AKViepVow,70,4.07,50
nQmL6KqFOJNAtI1tgPFybw,321,4.32,1089
kORGcgi0Iw2RG8gJl84MVA,683,3.87,352
kofiqkPOeo1loQHsVbxQXg,897,3.43,2256
HaA8RC9vTaf04uQtxXWLog,242,3.77,62
iGDJXmRZ57b_EKITK2h7-w,168,4.05,160
iLjMdZi0Tm7DQxX1C1_2dg,2434,3.98,12395
_oV5nI6Zf_dQSYHjS7V3eg,71,3.55,314
VpREWOjt5Pna6OIgXI9Jcg,327,3.78,448
saEUjebfkgXQKzNuD_0Pfg,112,3.87,103
9bxdPvAhP6cuipD5s2UnCg,1409,3.55,704
2bHSZhM0huV8LRh3YHaOSQ,1827,3.6,609
2Sf58ceaNru-RFabRtUvvA,301,3.88,224
sZUC9GbwvDHWrHl0D_d2dA,214,3.73,530
8xev0Avovx_jp7LEw8JqvA,1334,3.79,1385
3nnGpx5WOMiZK1mPDEFLcQ,331,3.47,261
IwwFogn-dFkwuDMAFVzzIA,11,4.18,87
hpw7UrWf51aaWKbaGGJ2hA,698,4,3153
g1fKtQMfKQy_T9pZdwFuJQ,518,3.66,341
yv60ny6vAK6qDzzsK34Zkw,256,4.2,266
zjCkHoEjvbfbfCKbyvTxkg,85,3.65,492
44JQCzsDB6WuVVa2H3EPFg,279,3.45,75
XkLK2iBsgqF6mWwDfRgqqQ,1525,3.75,582
6-PG7ki1GzGsvtClNLtQmg,352,3.85,216
ASvjSBCYRd4GhOtSIn8Gyw,589,3.96,760
vASaF47nWvCHEEDA8nfCVw,888,3.68,780
KOWl_ZhqhYqY33-CbaJubw,565,3.98,1331
YEKy3CEFI23R49tpqlMvbg,123,3.89,52
nTMDc79EKMPa8lK79qg88g,896,3.87,512
5HqZ3UJc_f4KD6qtcmyd7w,171,4.26,197
ltOYxcTCPpIl67dHAHQODw,457,3.61,187
VqOQ5gnNKvwI4X1TSY0U0w,37,4.52,76
tvFO96Y1_T7clh0pnigwTA,107,3.76,164
BvPQDTs67bcDLWfPwH9dgQ,625,3.99,443
MtnaRywOiyjZIMEDazJ1qg,406,3.67,592
0URpICC5-RDn1mrRfwWyzA,270,4.21,423
OqH85SAF0oLijVY_SeAk8A,439,3.89,635
W8qnoNkjzZIA_NMrpWovFA,540,3.86,278
ZcZwcXIjyXlAsNVzGUu84A,23,3.68,14
CAQv3QQHUasQNtN-HEldAw,1266,3.42,835
EJKh9ddLCqqdYSUJczphEw,605,3.62,480
FaUiWCUc5KnYq25IiG8qTA,216,3.63,119
O-8thbWdkvatHlHyUp_HXQ,185,3.76,320
PJwyYfwsI0CJto1eYxuKtA,302,4.17,2077
3xthNWj5Je0iv4P5zAc38A,243,3.47,215
Rjd9Td7yYOqu0A1e2KDAyA,976,3.74,2650
WnzRueYdRWNSbkXB0_0i4Q,1211,4.03,2952
P94OgbKTLgU2YRyhPD2tRQ,169,3.91,239
brKdSv44CFBDGVATwQdjfg,290,3.68,244
v15jyncdNqTsR12vhGBuVQ,454,3.39,167
IM4lDi2-HA8ivqJbiTP4xQ,87,4.43,412
QVAmRIrCxhYLqh7wl4Vlog,519,4.01,1112
Ldy03uMFaEEEnh3KIsPP_w,143,4.05,149
Zl6uyhgGrbqvNjfkhQMeGQ,329,4.18,940
IDhcaHM7KG4EDmWf9b3c0A,1077,4.14,358
pypZb3V5TXHOnlTj-qLSrw,849,3.59,1770
