node,count,star,friends
PkNs-Rw6MHQfu6j5pBZMMw,3015,3.68,2082
y6-ONuzNIxAfsgfeT53_sA,563,4.24,384
P0wENWX4LNg84G-nsqcGFg,901,3.73,1767
YdS7NVnEhK0gTypX2kMc9A,89,3.73,135
LlLDHOTuvvg30PJ0m_pm6w,516,3.71,134
KETa97Knz4ZJZPv53CHGcg,751,3.31,1839
GTzd901i1MFhuR8wbhgZdQ,320,3.66,210
lCmvpQfFpdxhbWVM59eUCg,1713,3.44,578
ylnlAS9bCbxEcPRfxuhJCQ,979,3.69,883
wwh1D-yDvJDrcdM_9-FhYg,1043,3.95,3646
Wc5L6iuvSNF5WGBlqIO8nw,1433,4.18,3834
6VytXlGLnQnXXCrhvT0AJw,1620,4.14,1407
w-uc9fHlCFo_qsCYwkBy6w,250,3.42,589
DfaA6DL9wrom7BhcKmKljg,596,4.25,1252
azGKeQXOMz4F5-6xIVh6jA,313,3.71,315
y2A7y4RbBj4Zxt8dSWUEwA,293,3.36,561
o_8sVoYIFnoVun5YY_lAEg,184,4,5700
OiymqMHObErnLaDv84eapg,394,4.05,689
ZpUI9ze0YlA6nMSHwx3ZYQ,2589,3.64,5536
TwPlaNvnziaN2wB3lk_9Mw,570,3.82,5590
1kdfj_PaRk8i870ghdIvXg,601,3.78,2574
YgTSl-H3SEM-D1GTrjcIhQ,26,3.79,378
ADu6Cx-X1OJHr0sl4FilLw,397,3.98,136
0G-bcpdR48tfZy6koGUiTQ,2070,3.69,2865
7ZCGTw5dGnNlASwWGbctrA,284,3.05,137
2mguZPvbCa4lwT_ULfTmHQ,678,3.8,441
eZmbxeSMgdfVhk6RGElk4g,117,3.57,114
AYKeVqTxqdpke9vZSn6VrQ,124,4.05,1138
_eAI9Cj2wJBXQ2F5MYv2DA,409,4.08,315
N4EiHJgtCPy42pCJHZFL9g,216,3.76,203
ZBvOsY0VGhFN8QNOJdD-Hg,26,3.52,660
e4weoKoGIE50bEVVdr1w1g,234,3.73,287
sqb8EIxoOFWKXVh6CnpsGw,134,4.21,919
mVA4IeYyVKPUWRrN5oplMA,2715,3.74,454
rSsbCUYJpw0mkqZ-Hwlj3Q,308,3.74,5304
l9BVZqg2hp1oyFgXpRtWlw,206,3.83,173
JUT0U3HTSB3kz9Wh7N0GqA,865,4.07,2940
g2YnG8VUb9opaWF6fx6viQ,418,4.01,541
aqWXHhcR_CdmKmxggFOlEA,1313,3.77,748
wAjfO-nTfSr3SW3RAuvvkg,94,3.92,993
ORYu-cLe0SxineXThaNuYA,490,3.86,262
y8aWXOimQ9ZgUgZ6q--nCQ,472,3.93,1716
MGPQVLsODMm9ZtYQW-g_OA,1807,4.06,6139
SJ8S5rUmJOJGMEbGHdLU3A,501,3.58,175
B7ecAeAIrXg7sgmabS38pg,2605,3.88,5776
lConjPFTZqz4zWELK_EJtw,2232,3.91,5995
FkAzO6mD7xIydood2ccFXQ,452,3.79,115
qtcybz0qX-tNnWGyf7vjng,253,3.36,214
S7yjKXwg_varLZVZ8TJ5Bg,210,3.84,256
uMpWu7hSowxC2v25Nv9wbg,330,3.78,591
93VBeIpWlYIq4yuIr7Ja0Q,382,3.8,852
dTcYw_RuYUm-j83emwDnUQ,339,4,804
7mXrlHTcWT_g8Z6BWVZgKw,262,3.57,143
ZbO96qTvvfSmFTkvkUBjkQ,216,4.06,127
OqH85SAF0oLijVY_SeAk8A,439,3.89,635
JnGtgOPpkjyWOvWM0SYEXg,3614,3.37,3820
G0jy3hldFyLBbxtMoF4PkA,201,3.79,248
ipleTHGh9KR8hO5U1yxzXw,1000,3.64,894
x1fQVvSceD1q7Q11O24fBA,137,3.66,393
sZUC9GbwvDHWrHl0D_d2dA,214,3.73,530
rt3PC7WCgCKsoufmQJELfw,1077,3.7,1990
om5ZiponkpRqUNa3pVPiRg,2811,3.97,5768
s81VRLqYFEpXPIQtGx2mnw,373,3.55,1085
ZBLZIOrO3DZJzDFlFO-bJw,1915,4.25,1809
dgxVbs0P0cO4GYb-y8Vh0w,309,3.15,575
rqv9mIc9pj9R_b0MIm_fzg,334,4.01,1566
51oMB11zo_d1xbfMCq9U7A,122,3.85,49
aEOXCpvOh9n_BjsWzfP_OQ,27,3.68,3
qE1_loPEqrLicof56VL9Mg,6,2.83,1
ET8n-r7glWYqZhuR6GcdNw,2256,4.05,5958
nnwBdqGHIAJQ5QX9lHOtrQ,3327,2.7,2099
qVc8ODYU5SZjKXVBgXdI7w,585,3.91,14995
B7wbZOogh9FbxLv-hK2I4A,576,3.76,75
erMibXck0Oz4VXDPDHeboA,268,4,733
bmiAy-CdzxWPi3Yr_fljHw,270,3.71,384
71Iv_35svaryyFiYzjLdWA,422,4.11,175
ZNC4L7fkT9ke9Xi9OGL1Dw,154,3.7,168
fQq-PBKARvUGfBnmch9Dqg,29,3.79,5543
ci7Q6NvXQ8UZrBHusVX18g,1289,3.27,3061
iSUTxiuPESWCrPN-ruV6ew,285,3.96,130
nV340H_xSy7m7icIS6776A,1139,3.87,363
iL6zTnqpPX5lgyLnW_qAEg,242,3.91,659
peuxbSQwXed-81cSqL7Ykw,1590,4.22,6725
a-CtXGkmHkaaXSvnOLFxOg,209,3.81,334
YOw1yg8THktCCioY2q55_A,765,3.8,775
txfzWITBSljBImnOaKYiJA,7,4.29,131
YttDgOC9AlM4HcAlDsbB2A,4478,3.57,6941
lI2WAiC7ljhpHfs4wzXGOQ,186,3.76,46
EVlNHC3J1Y46LN4fkTwfvA,197,4.04,1273
NoOaVw8YAe4SlgWGLWMY8Q,1784,4.08,2843
mV4lknblF-zOKSF8nlGqDA,789,3.86,10366
v9VCObZVWhOPdm1rKt8Dvg,258,3.87,1694
j1B-EjsO25J3AfloFzpEHg,22,3.61,202
AT_p7NkLqd50ugp3wjFg2Q,222,3.16,39
HbLdaNIJJQAvmBH0917BWQ,74,4.4,5640
mBS5K_MMe_KOQzLLpOd2Jg,231,4.14,362
ucAN8VJoiA-_ysMCgZev1w,162,4.62,5662
iyk8euQQTvtcBlTVnM1F4Q,31,3.81,174
0rlrQhDpQxhVFz3lj6d4aQ,596,3.43,182
NsKJ7A1hSZ1XUdHui6bDSg,787,3.78,378
3fPUULApezpjwsdEpGNTdA,28,3.89,102
WB7eY3WF7rsWX3yYBRoKwg,87,4.35,1472
BYo6Dva93429omapXk7ycA,402,3.68,230
eA5VsQxE-TQsPXC4iT9GDA,102,3.69,57
vWl9-sp1oIjjPKoBrhTI-g,224,4.14,453
627ihUMdDCxyXw1mOj1MVA,366,3.95,783
QPhKwoNEGYzIeidIOh-5gQ,167,3.93,77
466LpJsGPVEVd4v6qeJTyQ,32,4.12,165
aMOQUtikM2CzotY9-FqkDg,184,3.86,136
bPfi1xz6uXpDj5RBNk1j3w,89,4.02,17
ZnBTVsQMCuHdp4qmwrZNeQ,324,4.05,408
D_MR0falcGODjMOZoS_W9w,182,3.73,124
v7HPfsFoUCdPVDNbVImMYg,35,3.61,84
oWd7wL340Z9JiGf5Wu_bSQ,710,3.83,1120
nbatVa2aCtlU6MQxcXOyrw,35,4.28,463
4u8zZaT5m7nO1WazdKA2sw,2310,3.26,785
CmQKXujegoJ2Oo3TbGVKLw,101,3.94,24
VWpPvsiJbb8IONWyucsaYA,19,4.75,413
R-vi4B1lvQFBuC1freQnYQ,180,3.95,169
eUDZV3FHMMoHwhj4tVSH9A,55,4.34,109
2tAVBVwMF2KqQNVfpT_Ulw,329,3.38,202
Y1uqWvZkWuGshG1NW1Erfw,412,3.69,577
wWJdRai4cdAXS-K62Yl_lg,41,3.49,39
6TzHb1Fvy5C0GegyspMT0A,174,4.4,1866
9TT_mBR1xKn5I62vg1yu7w,1720,3.97,1184
G5LXEaxhQMF_BVjNHkVr7g,1926,4.07,5382
K2hElMv4QtJ0WRcz624HLQ,15,4,6
r6WUdUw6MYnF37ytf1lumQ,1158,3.79,1555
7-3hVAMj42uAyc3oiVIlQA,252,3.87,429
qunxFdBDVl0ordRJEPVNtQ,429,3.93,190
nkN_do3fJ9xekchVC-v68A,1366,3.7,6849
TEtzbpgA2BFBrC0y0sCbfw,1136,4.4,4336
gBEihTFxWQ5CzOH1tGjAPw,229,3.82,1374
XwMMH25aOYBec9o7MeOOqg,37,3.56,11
9X8pOvbWPSjJmW4Vgs-yKg,14,4.2,8
cEzz_mGm2WHeYqTe9LK2zA,1072,3.92,1075
4Y2wB14SQCQ3MveIGawQSg,27,4.07,321
DvWM62NWf2MV1EpN7T8S1A,220,3.7,810
8I2EXsSuXFOhRhQFfi3yjA,160,3.56,464
G9Vb6yQ047TC3O_-GG4WZA,1543,4.17,5667
X1zioejrJThwDLa_d623uA,18,3.16,12
hTDIebPoUXeNdyorFlUkQw,31,3.94,304
4kfTglFC5RBcZsXOX6d5vw,207,3.96,440
6Chth4-xjMGgTtaAZkrYxQ,421,3.9,264
veoCLwTLB9pOrFnxNNRwlw,203,3.53,256
8pONVRF4HDD9ynt5lCynTQ,1138,3.94,600
8hvXl0oJmU61l17LG9aDag,773,4.1,1433
YBJP6HgzMfOB0lBt3FmKzQ,151,3.96,1002
WI9UJah3bVB258wzEIh34A,460,3.96,791
LdWIjNvjdaAoAfpQhT6F9w,932,4.03,839
4f19TwsuHW5pZNucUdyAjw,160,3.82,257
ZD_Ojqmmfb-FjTf5kbYvyw,508,3.45,295
HZHy-44Py68re2Jopt30VA,21,4.33,11
W5fq-0GQ4aPOfijRdVUm8w,62,3.9,25
BujvYvqpupySiAD9ykhXqg,286,3.92,1295
Rm-fS0kR27Mrm0cMeqYyWQ,617,3.65,144
6ow0IikyzryEwUnPamraMQ,202,3.31,252
F6WqpBvg8y5vVAFzh3SVsQ,8,3.88,954
wZPizeBxMAyOSl0M0zuCjg,5002,3.65,3961
6Mv-qMJyxSokCu8YFM1o0A,202,3.57,2828
yOuTpVr3cXIw3lWpN4l8YQ,133,4.58,291
UmG10zkZSTxO9bdz0NnPWw,366,3.49,50
LZPtLWnjGZVODlhZk_uPdg,284,3.53,261
j0eBR4rcbtpylG6b47TD7Q,725,3.62,1436
tsjI3I4whly3VzF_a_E8ZA,174,4.09,309
zfG2AV5gJWWlWZgnqyClHA,22,3.07,15
hg71CGHy9bwpgY8cGVVg4w,1232,3.74,3826
Ub3VU4TLZL7cpaDUvOjYTw,173,3.59,1720
KjhdcYvq72vD59K8thXmrw,963,4.32,3004
EmNOljXr36lF72uFOTxOjg,60,3.98,606
yTd4Nv_Hdqum1KxoXVxW1g,115,3.48,392
-4pU1kYulMf2L07Rk579fA,231,4.01,1526
tipQmXdg181T4NvxrXPjFg,183,3.52,3008
DgrIg1OR7arL8tVRiZ-psA,1153,4,654
bM29zq9lMHCntkyd_kHChw,55,3.55,687
KKOM5feU4TzZmUEY24y02Q,212,3.73,50
Z41AYJrGrizg_kW2rF4ITA,118,4.01,56
ePB3pBx7eE6ozJ3QHRTxtw,371,3.88,348
XJhmTEAJuYRgIP4b9wMcTw,145,3.65,130
U_U0yg03tOYHQlnCQhZAZg,213,4.54,1206
vqNtKMeDbIJ07RUdexsAvQ,185,4.12,399
dH-QdXtXuIb8jhAB60VAJw,142,3.56,320
UzUnpnlH1n346MDgaFMOmw,582,3.82,777
VHdY6oG2JPVNjihWhOooAQ,2101,4.22,7342
dpEtyfB2o7MH1Mc_Ygoolg,389,3.89,918
DH7ABAMHvl6IQfJ_yK7x5Q,283,4.3,293
3ZrjvKpBvez2uHzvDNxa_g,237,3.82,712
CNdJaOdUjLIceVxhWcMNRA,742,3.87,782
TLElemg3o3mlA4GGpupNiQ,875,3.99,2102
yPmlM7fxm6H4u3kFdvdHbw,224,4.35,143
P5bUL3Engv-2z6kKohB6qQ,9941,3.81,3695
A5sEtzjzUWBVcr3w_pY2Mw,158,4.06,448
23J4vG9_xxxdnmi8CBX7Ng,1674,4.37,3926
Szg--2wonu3BEdIav_vbCw,462,3.99,475
8Q0xnxT-KrvCl2pQF1qsFQ,423,4.05,1065
H2ujzjpY1Jh3sDKgWO91_w,175,4.17,123
dbEyV0AsIBXUH-RRQDyRiQ,331,4.23,940
d19VWxkXk3glukbSsE-VUw,281,3.88,249
hHCPZz3qXDTo1rX_ZC9ZKA,195,3.53,5422
0V4Ra6jCmSAgFtCiORr4QA,850,4.1,4631
cYjzLu3fm-VbtjRMCuhK6Q,1214,3.69,391
DOvSsRXqRZe-wogYKGzHIA,567,4.06,722
xBvaQwMU9Gsh3SYBa6CTWQ,276,4.02,76
oeFiWvoOG0hpMOXXxblfyQ,1581,3.59,2317
URMCMZj2xfy1Tg4VMCoWBQ,529,3.76,627
wdqHAvAxL1FjVoLuYxrOmg,60,4.59,12
DEGKtzBMkNTIP_tg9Vyffw,138,4.08,1588
xxL-DwwdT5VGvss9mCzOGg,1888,3.82,2282
xMGWttm6V-cvP3V2fiTsLw,148,3.99,28
TTFtqKuQYI-ZwyqrgsXELg,37,4.05,157
9t2pcK2MWPvYDSCCf3nfzA,1,4,29
1ENBskBHIvWPaiF-wcZ8Ew,974,3.51,1464
LHhVTqfzEd_nHJsB7TJcEA,87,3.43,304
W1gO_eI8Jh_FDvnCvJDRYg,449,3.59,320
WKHdLhYvEVQ4FmSlleWu4g,341,3.67,151
nF8AtFietMX3dHKw8DiY4w,281,3.96,471
Wvdus3DyQLqhNJXuB8t0aw,225,4.17,948
jYowMfO4Gzh_kuwgFS_oyA,735,3.34,1645
ZD84600Tw1WqeKpVuNiKzg,1988,3.82,1226
6I042PLRiYub7RvufcqjZQ,378,3.89,520
6s-g2vFu12OemhiK3FJuOQ,2388,3.8,4449
ITa3vh5ERI90G_WP4SmGUQ,3193,4.01,6417
nE3KdKDCFMYMiRHkr_l-hg,329,3.48,686
u3U1iYcTJNztAWs_ikja3Q,105,3.82,196
QwY_IrZ7Xs4N1ksO6GUBOA,762,3.62,1092
Fy71pENHo8QeE39MO55ZDw,555,3.69,1390
qU3V9WorGOz-vayEwK8qDQ,383,4.01,1411
NvUeb5G_mSSxgKhEE_Hueg,1503,4.21,1833
sXtYdtCP3Ew1gHfxJxk51w,584,3.68,303
UOMSN12IGpju4sKwIJQE_Q,390,3.91,3297
7ON-pEbPXzZ7dpMebSRzrg,433,3.51,1028
qYQXUsBXW0nvkl9rzV9U8w,452,3.72,698
Te-upc1Lyhd_srWBP4nbyw,265,3.74,208
zF85pxjfmjCiawBNg4dP5Q,62,3.55,20
np0kEpMPF5NHVd4mGMfRFQ,185,3.39,144
cwbjd4cT9jlQybaQ_orxoA,670,3.87,3009
9uf4g85B_gz2W4d_GZI-Wg,1099,4.12,472
Zlj4ZJdgx3WJA7IZt7j0Qw,476,3.58,88
GERRIWMslcP4-O6mLErPSQ,898,3.33,384
WKrCRSv5mLAFVPJOJSmfWg,377,3.68,607
-peSWOplbo-9aPt3ZJr8QQ,277,3.58,102
gjhzKWsqCIrpEd9pevbKZw,3199,3.84,4457
rfGeOOIHw0wcX3ibAzTqTA,405,3.99,276
pxFrX7iCYn8rLVfxVg9PQQ,608,3.52,232
2DHkTqYVW1PpmusOrIB-YA,146,3.65,541
VhKOvBIOEyEB8Ig3f7adcQ,1016,3.96,1792
DRT-FcIa-ls1AqCX9e5Nvg,1164,3.76,1186
xqs2dAP6Q9NoAnghMhARUQ,644,3.72,886
nwFjlyd1jt_jhiXVmEFJ0g,182,3.46,192
syvwUKQJ4OYfmL_ixVLMeQ,4386,3.29,2943
cZzrlxbs_JaYW1hraGfzaw,602,3.88,793
rCx7tb3toOJUsvdOeqYY0g,1217,3.78,2922
cjIM_UQVdeLHDJVsWtxiZA,544,3.77,403
QMo7BDncb54YJVKeRHx6zA,382,3.78,127
5bgsQymr8HDT3tyC1N3Uhg,989,3.64,2148
sYzWI7uUvEGM9G8EDrT6zw,955,3.98,1053
NOUfyJW-BAo_-Cbfo8edww,2516,3.62,3031
tj9TliU6Y4vFOhK8Oy1nBg,66,3.74,29
oV_baOcy7TRuuxeQxvewzw,149,3.24,266
DZFd8HvzvPGIR1vhHwxKXw,364,4.01,191
ecH7F0j1sM_UOD__4K8nrg,181,3.75,75
xHr52vm-A265XmKguvbrzw,261,3.5,109
1m4Hmm7IbgGjVupM7CQSMw,1172,4.28,837
EvH1Qa4EQmHffrZEumJbNQ,294,3.47,239
sZKadriadxttxHYGsv0U_A,71,3.63,123
1z5LVnZhXrWgsQgMDpIIzw,255,4.17,566
DAT62jCDMV-lW15CDZgyqQ,697,3.53,978
ykuJrXzsjhMEuBqNP5F4fw,302,3.68,97
IQWGdTV9siYibj5_hT7Hlw,270,3.87,134
Hxqhwp9L1c0Q7QpX6n0hiw,243,3.86,101
lPxPlRORP5xMqXP2XcIUGQ,248,3.16,395
AnPUDSgbEhEDveaq_GmnDA,516,3.75,581
DGh85anKBzRwD8Orbolfsg,121,3.54,163
oIf541E2pPtkjLIbaudfhA,377,3.45,146
blzBBCEaG0Utv_3Q4Yh2eA,74,3.91,398
dfw6f-DKDXtz2Ds1j_CozQ,252,4.16,253
uWnVvgXhopXEPdEcI2vXrQ,1531,3.98,1114
CVt21B3lev9ayUZBvjcjXQ,113,2.67,85
f_5MDgGO1KQdtb81HfH85Q,283,3.36,509
alvPRKTMbzhOwzF4U2Lf5g,67,3.93,120
7CghpxENlXnjTGOyNtRDsg,169,3.2,55
SDytcPY5fiuuDbTkPE8GyA,1465,3.54,1089
1Jx-KL8LGqNpb7z0gDjGaA,180,3.79,380
nkAi0ZnpXBrvBrSV0pWOKQ,237,3.95,97
eTZhMslm9hfeXS-Rq8uGiA,353,3.59,91
Nf1lASbJ_TZy2zuCgTepjQ,212,3.74,286
kLOvp6kJN_56bjkiBs24hQ,1040,3.95,1491
e-D8yjQJE4Ke6ZwRMEnfMQ,66,3.86,35
sbHUZKgAqpue7Olf_HJdJA,43,3.58,7
U7TqaIqpSSPf789AXNSFDQ,132,3.99,228
pg6vEsvaduozvpadA_IH-A,85,3.67,273
dHxvSPU6PZqX1LQRXajGDQ,2070,3.88,1116
dFDeTbaUDIRFTaXT8wffcw,624,4.1,578
XbX53DUWFAzzc0BqS9BdyQ,1337,3.63,409
c2BbxDdn6QTy33682gQDvQ,923,3.54,1251
p7a4AZ00rqXEb1xOqusUvg,32,3.66,123
k55-QGGiZwKI0l6mY2w_lQ,888,4.23,314
YSoUUvLItzPzWZvQr39tQA,305,4,372
Tfhpz3cDVbJz2-ryKdYg1Q,9,3.4,127
dnCE0O3DvsmxBysa-TdYRA,220,3.93,888
ow6wOP888_nHHGPjys22mA,1178,3.46,1369
XJqEweuDz1e5utUcTzfySA,223,3.71,146
CbmAVfos2KLYLOEpbqiv1Q,153,3.8,198
MbC0xPzIdGkFMCpPb8yWDA,1080,3.7,771
hASfWv9EQvd4eKsKflBi-Q,235,3.7,780
CSvgpDZt8i_JvThh7E9Otw,917,3.49,2167
l-rQeT45bA49NRKJp2UMcA,9,3.44,55
_Iz28V9bMXos5UB4Sr6ohA,135,3.24,250
7FQBjmuPxdCml83ypBRvGQ,168,3.01,312
g82R2_L85cOxE3ADIUdRpA,805,3.51,975
73fZ6W35yH8kUM1faHQjUA,567,3.51,162
3n_QYiWlZdt5C9ogbsLEdA,29,4.24,409
cEDMie5DjE_00sJ23H2q9Q,43,4.04,2081
qhLQ2DKuvxLiwyUMHAbzmQ,441,3.74,401
wjClsIuhEjZN2OlkoFPKnQ,1248,3.9,891
gm2ag9nOkE2u0uTR5_OHiQ,161,3.8,329
hQYc90YPvI5WAhxUF4Bo5Q,1259,3.71,1313
ikdLkEDRE1vV5oQVPC2f2Q,368,3.86,3812
q8OdcTdl_VEsw-zL8Vwrqw,710,4.26,318
izEtBEccO_pXh7V5wbeFew,217,3.39,88
BQWzgBCX3RDBbjqEEioW3A,16,3.18,70
cPmg2meT269UfZRNsl0grA,107,3.61,110
q1xp8Pirb3tWZJNfjCosGw,479,3.3,404
WrHCEpls59Uu4XNXNaK7fw,885,4.01,457
awmRirDC7WWig6R07XZ_oA,1276,4.09,1008
wEqETrWwpsujK2r8ZueOFw,820,3.64,862
NTxpuM_pFGbtHmTnTh0PIA,74,3.76,69
_FbEtfq3TyVXUSXo_NVmmg,201,3.63,175
MDbmtpSe7msWS5PiFyKylw,51,3.87,14
cEvyGYZzskSrs-P5Qhznfg,4,4,32
jLQzrJ9DrfSQJ-wVe0Iw1w,130,3.72,32
oi9hzJPnsf1BPdCn2wIClA,328,3.66,85
RgDVC3ZUBqpEe6Y1kPhIpw,1282,4.17,4689
pydxhospPMcAE757GhOjHQ,29,2.93,31
RsYEPPdDIABvOE4_b05s8g,3,4,49
7td03QIITihCfmOs_wnHdQ,2,5,9
Fv-Xjt_t-GWcmXq0ZYfijw,4,4.75,188
qRGl2Q6fgUfg1qJUMfonAw,19,3.79,20
6hldCdIs7daLN_0auL0LyQ,4,3.5,114
6shQTr1V_oGOUMxV5HMlhA,21,4.43,411
h_lhDZKT93yswXJa6d_7_Q,6,4.17,32
gWhCBCowvbLfgLTxb4vPAg,10,3.7,2
vi1gPCswNFasAbf-MxAwpw,12,3.75,34
ICW9xsjtE79w4_WeMzf-SA,13,3.62,384
d6_QPMHwZHSaoRxIrzCW6A,13,3.77,37
4qOejBGXSLfYequ6EkuCUA,25,3.74,2057
yaeQ4vqucTpGm3Aw1mXurw,2,5,9
i6rKxGVh7hhvL9qiiv1EMQ,2,2.33,20
4QmU0fYYIxHkJroscRkIUQ,4,5,10
bm9dhInU_L_0NVC9wP2SUQ,9,4.11,39
zu-e06_BM_TdkAZEKMrIww,447,3.84,369
V4hY-RE-yc1E4DdOXhFkJQ,1,1,14
UiLS2rvjNeoZE9TgT35UtQ,47,3.48,39
vD9Gr7DjrxTBFsclxJ2mIw,2,5,12
-5WcqZ4DsbsBvzkp3lBtGQ,8,2.13,4
srWUKJKm9IEkekmLVzKcQQ,6,4.67,19
1BSz7BU3U71cS6yKB1dSbg,16,4,10
JkSiLxs14OOaD8hATWR-PQ,69,3.79,27
IixIxVQJvJg7SDQM_WCMmw,1387,3.88,1149
qnBgDIln_o-4Klg2oxCCmA,317,3.96,246
YoaQY0EZmhYCgTLtz5sd2w,1598,3.79,858
bzMzZE3OCqHhZyXH5JRaWw,852,3.48,439
8xev0Avovx_jp7LEw8JqvA,1334,3.79,1385
O_aeeT6FuCEif2CSMMRAcw,137,3.77,89
nD60twHjxkBw4rqoUOk8xg,577,3.74,449
0L6XAQ_wYgR2d4lfX43XTA,484,4.04,408
BpadlqDAzKpx-bcrl2rORg,168,3.88,317
cxMJw06xysZuMsoEc3pi8A,79,3.9,90
oAj2t0BSAGW_etGHD8SMNw,222,3.26,1200
OapLWhQI4_Gm32-nYbHmUA,2298,3.99,2036
yBQEOTjFlZkjf3rcwDxAbA,87,4.08,118
yfy3v_n7BWiGs6pTf58i6A,620,3.54,686
LBJTMihXIem-0rd4-neuLA,15,3.67,42
u-iM3e0YE_mgRU6dBJBv_g,240,3.79,158
BgPLsZ5ToIi1924NNFMWDg,47,3.57,734
sOzeK0dE0BYx4Mc8dmoenQ,2611,4.3,3062
sSveQQvgkDrPbpopNvbPSw,556,3.71,750
8Y4ex1i-xUF5ISXovoyDgg,607,4.44,919
2l0O1EI1m0yWjFo2zSt71w,2837,3.92,5908
xOlQ8ZLzlhnMYtfda9zUKg,454,3.79,665
c9-jEIfBnLa4iNHxVmXAHA,608,3.57,501
Gkz9RBQGIkIfhfNRpV4-_w,7,4.86,699
2oiPE2rww3Ofw09aishi2A,140,3.97,4599
jmFA9cOEjURO3rnseA7W9Q,925,3.47,772
oy75MIDTfRl9AthMeLergw,51,3.78,65
HWYGK-lXwaM6eUIcsWzDmg,34,3.46,34
SAW7AB1y0lJXMHWD5V8vZA,171,2.61,401
fgwI3rYHOv1ipfVfCSx7pg,1926,4.33,8028
