node,count,star,friends
rfS4b-kkaYYjMlWF5wal5Q,225,4.3,472
LrkuATjnUC7i62ExOXmGcw,104,4.15,267
YEiJOtOBBRKEpRuvZNA9Cg,183,4.22,351
itIGJSKrjSBDu0g858740A,8,4,284
O3e3Us8ivJtzxoGcf8644g,6,4.29,657
Ij7OcAO5FpoNKxS1RzNoWw,244,4.51,244
Z8MQ8HXITQj0715Nmia2yQ,1212,4.27,993
1XKkskqPfxUytSnCK77s-Q,6,4.17,2
0CnSJjlidjwdkP_w500SCQ,14,4.14,39
9_iMgkDKw4HnPKsC4Sv-ZA,7,4,545
aP1NDRrVlxJOtL7aYJqUzA,406,4.05,616
cufhYFdyrUAt4SWe-m0grQ,2422,3.75,6232
t-rk28ZugyjteLq7m-_0-A,131,3.31,194
rSsbCUYJpw0mkqZ-Hwlj3Q,308,3.74,5304
bdenOEWX0Y1Yld5qNQ1QKA,385,4,3240
glCPfEqLkikL3vFmBcQfTg,126,4.47,134
HYomiwV5G2AJZ9hDnk7zdQ,725,3.55,148
jggF6VEdSdpCX1AObGZ35A,494,3.57,1022
s1t-N7hhU-6ThJeQPVuOJQ,88,4.41,220
JyzLjUFEIW3epNlHI6Oa6Q,952,3.87,459
Yk1qDXboMQsOztKFdxQHxA,9,4.22,311
9z87JubGpLEvl5nYRyXB2Q,327,3.66,653
81_lyihbg-M2QpmJ9g3WAQ,209,3.81,544
5O0ejMUB7XHzyTf1rLu2zQ,797,3.44,1246
fbMQVUPZ8vmGKTV_qX0cag,136,4.01,225
N_6H7vYq2eoZDOh13-m-MQ,489,3.66,92
2JUW4ay9IEcJSxMDSm-HBQ,838,4.28,768
cgNIzDnVy2q1DNtoOa2tcw,383,4.37,557
XqkhhnE_Cjz5UR79U3TS8Q,507,3.75,324
O3hEA315me_9p1oJOHidjA,317,3.87,258
V6K9M6mG4br3FkRGIqmwLw,248,4.06,872
wBDjHtmnIF1HHTIXtVEuYg,290,4.12,172
JxBbm91lDnBEvzG2oQS5Xg,173,3.86,879
h7p-GuaHFGsiKCF4g6Bjqg,3184,3.6,2729
xXfWLjfTFZ3v6q5nrFdsTw,554,3.56,492
v_7lmS6pGGkq6n0X9EljIQ,1118,3.61,806
qY8R64XPR6gKmMOyeFZvfQ,90,3.35,592
z4Bvefqd1bV7hwAuM7LJbw,1549,3.71,336
vMpZl-GxPeJAiYzZjxex3Q,206,3.65,189
pBRLEOeYcW4NFhR49KA06A,411,3.68,158
c3NAcDVWOv79nob0FuWLcg,116,4.1,382
B9ZtBqN7-DmJwBBjNVobKw,370,3.46,535
6Dca_QIXdvHH3lIHHPcyxw,504,4.09,343
cn1Pvo2pC4CPVBHswtYzhw,142,3.61,65
cuIGSOIcsYdhcf16oy7RiQ,415,3.93,262
Im4JX9MoXCqIYuglCNQqtA,519,3.73,1131
quqkZJJSm79L6ghOFvvY3w,322,4.07,759
hHu0NUkvUuTV6FdQO_1zkw,555,3.99,332
bX1VHFVy5S23BtSxGxhHSw,255,3.7,443
ZCwWDSaA-WOAJkv7AYlV_g,311,3.84,704
8UymnRX7b7XwJ2s7vhNCew,499,4.26,744
RZiAZ0v-f9g_rAJpLFf-fg,459,3.31,1196
xTVnhxRAyXgs9OZSi9xg6g,229,3.3,509
wTngD2NwjPjwA80ffRWgmw,237,3.97,89
IWdIu_cCBiYmTEpTqBFVCA,143,4.32,619
pagSZVO2ELxiTrM8SJcLVw,530,3.52,303
WPlcQsL8g_9Pz9P6rJ3afw,67,3.52,66
lzmuDdCxM2_ERbxzZNikXg,1026,4.21,799
huuqSfQUV96FoJopt_ARjw,239,4.02,643
OnGeBXTYpnOtMJBLUqJDCg,573,4.13,2311
71KcImM1HfNhhAw0gV1m3w,52,4.33,41
98uzhBtpEBf-daoQ4x_VOA,145,4.22,1030
ZkGEQxVKozRfPu6cofmDKQ,674,3.82,1029
yAxgzZJoqsVnAKjjPby0Rg,15,4.67,1041
6WG2IGTVr-xKn0pYQZJGjw,323,4.19,1121
EefkMrM5--XjBFC_h4W6_g,7,3.86,110
lSffPMKsqJdvwyzfGjbVqw,6,3.83,88
42D8UPKrq8oDOPwGysuEMw,113,3.56,75
Hfsfk4y-32QOYosMB2-fOw,2,5,1184
YLp0ArWbqGtaG8TRc-yjXA,1,1,12
Uade1KnpOJJKbXsZv2dOpg,38,3.63,34
wguqXOggzgJH9_i-Z9j_7w,11,4.42,87
uefh148KzhHnSkIxr0JBCQ,34,3.33,84
gYBhjj_nEoXZi9NnP04GwQ,1,5,277
PZEylSNzdhBOaF3AFp5OTA,4,2.5,438
E4ptx5HC4y-XNdWxgJMZeQ,180,3.84,44
_Ga2loxP79jZLxGqfbymnA,1,1,47
cJRdN20Qq3jlHXyTl3P03A,36,4,166
31Pny4gcUyBSev8UzswqaQ,13,4.92,152
lUgjasGKsRwcoq8xfWgr_g,6,4.33,136
kGbRvQ1iEQus_kJ_54RtZA,41,3.45,1851
2GBadeu84JSeBB_DupsA6Q,4,5,356
TOa7aRR-lw4sblH-Ju-y9A,1,5,165
3GWP2QTItrPA2FgRWO88BA,11,3.57,50
6hHCcP8DxO19Rcv50bPbJQ,28,4.57,20
EExD2XwXKbA3cqyJ8eDTZg,37,4.31,6
KO7CuK8p5u4AFGQ7voXe9g,605,3.99,2368
QOwTc4i67airni8tVXmdaA,545,3.96,957
Zt9tzIoqRy1dkOQs4sUJjQ,166,3.58,42
_XqQnuyixDNhGST0Ihql0A,161,4.18,128
R95jUAYcnhesh9L5kCSeSA,134,4.37,3657
fJgP8dmVzM6IVBDfljdxfA,118,3.72,53
uiKdYqGS2MKqit5UQzyz_A,263,2.97,260
Hn8O2RQijYIVLFNF5VPWTA,499,3.56,348
eZjq25m8jf_1B9nVvcXl5A,137,3.61,8
A9tcjDwZoR3BXZXX3WihTg,55,3.96,35
9F-g-Xl_YUUDvTTxUiOJfQ,228,4.29,614
NoMqm8DoFw2-NpxKuSEVAA,15,3.81,5
qFd1_37jgeq3iJ0EdC8qNg,41,4.26,64
Y3G6XeZ589qu4jY3aiSyUg,504,4.17,296
fGjuj3-oM-ZIaX7FpiMsEA,164,3.87,222
UlsRtskVfiEhtafWpoQNxA,203,3.47,885
uEvusDwoSymbJJ0auR3muQ,1266,3.97,2074
knFwHcdFmxOHcHUY8IOoUw,555,3.52,407
z4WevL0CrJuSdtBCIp5EPw,327,3.8,314
6Mv-qMJyxSokCu8YFM1o0A,202,3.57,2828
xywXoLnG7qWIayFu8oZQgQ,1227,3.99,3617
rMvQLkIgoMhXXGU-4y-0Sg,358,3.91,1833
HOvBubpYL0xdOhtgwiJaUg,1,1,143
jp9WCxTsK-xucgxaIYe6sg,436,4.41,269
PVs2hLuFD8Eq3pVPzkSxoQ,344,3.7,402
Gv9bUr0iPVOamMttzh7MxA,52,4.22,117
HN9BbEZFK8X5QGx_C56K_g,1606,4.07,381
bue3UfrSsrG3fV2BDNcwlA,388,4.09,420
To0q4_30dIF2Cc05NW6ROg,341,3.62,307
jq8zJR-Ew8QKjGudPmL8IQ,202,4.01,27
NZ7bdQ6VWr0LYkFiGJDNFQ,293,3.72,125
fqZQ9pNwIVJUbE63TJAuIw,55,3.52,680
oXNZISuIwAkpmiVFvfUWWg,170,3.83,37
q8XLM_ahF3Eh3i7M0dL5Ww,190,3.63,310
xHtWDV4zEp-lXYeGqRAkLw,310,4.13,411
GqHb3Rpp-cJRp_aMW---Ww,122,4.02,340
8NjW2RsAoaIGW3NddgV6bQ,420,3.74,98
30QfAHXX77SvrvbD09Z3Dg,795,3.84,275
OmjMNG77obZOKQ59o-Tx4Q,556,3.85,416
G9Vb6yQ047TC3O_-GG4WZA,1543,4.17,5667
Ai7ZSET9dbL-h1qUdcyC5Q,1526,3.84,1403
C0m91suij9CJED7B990EBA,298,4.04,144
w6vojfyk7-gh3UzwcqnvpA,100,3.92,84
dHxvSPU6PZqX1LQRXajGDQ,2070,3.88,1116
UuIr2WKA0gZRyRvWIlAduQ,1315,3.91,1441
UwcvZRX6i-twGaKMOO_X6Q,17,3.94,93
HZMP5Iau-u9K9MhFrvFczQ,507,3.64,420
jEH7AHVRGE6ymr97aXmTgg,484,3.78,164
ZVxh68z6aqdjPAeRFaj5qw,21,3.68,157
LYXc1p5VH4ny-KO2-W1_eQ,638,3.75,828
uvWBd1022bQfqjXAEPbHJQ,105,3.88,793
lroAOi_BDnI1tkY6l-Mhyg,15,3.67,117
TQXEFaoqo66USjGzCk3BDg,243,3.84,1244
mX2D6RLm-eqEZ8eV5HBscQ,635,3.73,1098
Ot-ODtUth8kGGujm_AscdQ,818,3.97,697
tqUF025aZDiihzjB3sz00A,280,3.87,517
lODuaCM1EnOzauJQJRTJpA,170,4.27,226
VXcnz_qhrggnHt4MDUmvkQ,124,3.85,17
aDylqeGgFOEY_5C9FjZpvw,228,3.41,533
furuubeMWLb8YTYu2Hb8Rw,480,3.58,99
19FLqyu1rhuvTDAJ9QKQaQ,471,3.53,568
cfNcpHJ8ALBRTzf2PpeHVw,321,4.04,490
xcZXUuFWtto9iYmwrpGt_A,230,3.22,31
UfmxjtmLhdX5XIuVkkbdGg,337,3.74,312
an6CY3qTgs86sg2C9M1i9Q,269,3.47,188
6K7QN65zgPsbw5IGveWFzw,148,4.13,638
LOK4oCby0Ou46W65YMO6-w,338,3.77,1151
eYd1sygl0Thd2JRQTVgX5A,939,3.84,5445
mwQEpE8nZ-narl5zc3eMFA,620,3.8,201
bhRyaxOY_ZhnCu9wH_PBzw,780,3.41,543
E4oTk0GeZFYVcjCNnemRQA,204,3.88,383
uDkD6YkpKb6Se6TZCLMdvw,102,4.03,343
L6HYfzv9p_00jW4zKRawpw,714,3.26,560
4Xbiaa_X-AogNlIX_f-miA,317,4.11,578
mPjy3p5bKX96Fr6nC93N1w,468,3.85,530
ZVI348cp4NYfNxwq7JfIwg,99,3.37,79
PV7tpHc6WnKl6Cj5unpd7A,298,4.08,898
bdJuBslrAtzFvNSiFGN0MA,138,3.67,347
h9GzK4t395V_zhNMTEfDAQ,196,3.87,259
TbFvIBO0yxAZMLSFzlG1AQ,13,3.85,3
1JlOo8MoX4e67l34aRulrg,1237,3.74,3908
v31PLPEExETFkub-Yz9__Q,209,3.25,156
GX0FKxi3OjDABcw4XwQ7Jg,296,4.59,520
P3wxZaI8n4aGWqRHNx6K_w,527,3.74,387
FGmWx0hFD-h3YuTEql1x2Q,704,4.07,5401
zdIezCY_U1JPZb-uTPNR7g,176,3.79,295
t4FhOQIOnfwDfnN-HE93PQ,140,3.98,59
OG0mYD82kGRVxUTu6lUH3w,200,3.48,16
I0p74B-gOmltMPObXz90mA,378,4.18,1267
bjo0egl4dZVAv1KAG7uk5A,39,4,26
vM6MqkJmZYDlFMmZdL4Qgg,210,3.43,127
qlGoeNSzYKpoPi0B8KPcUg,34,4.49,201
4LfLzGCqHgW4dtL47Vmu4Q,67,3.44,447
H1DKDA3I0XIA4IIfFju9AA,163,4.15,1922
U18t13RHpr_T8dnUE6KHpg,153,4.01,310
5Y6rd_T0qoMdHLnE7zSJVQ,41,3.14,10
khV51VNv1bj6L6rqWSTrcQ,62,3.92,308
mmIfyHuV06iEJ05yHSbFpg,35,3.09,15
FP5q8xjAVqwqSq3x7ZAAcA,76,4.25,43
mEAmvv9gAXkrAn75b2JsIw,32,2.68,13
ZBJA2KVTYwSYpFQ3FRcIeQ,149,4.54,357
--2vR0DIsmQ6WfcSzKWigw,1534,4.18,3982
LkbF8o6DOoJ7Bhbjtrjz4Q,85,2.43,394
QbIFAvALRuLFEHtfZxe9lA,32,3.83,77
bg3U6d25h0mCRP7EBlo8hQ,378,4.48,825
GCGOOf2CdeYd_0uYgtyrcQ,356,3.68,41
O2odcmZxVBUKVFbYPfC7iQ,125,4.66,1291
GbjI-ti7-da1MMmVZtwlSA,290,3.71,61
2wRbgeBz6G7g3k-Gbv-_YQ,159,3.95,187
DZ1MF3OoRFlEzseyFVkz-g,372,3.82,314
gHAvZRRptcJiE4--hsUJmA,28,4.68,343
9DiiCCCmvOb9TNZPmFcD5Q,24,4.04,54
gETmQAYu0xDX9PSqQjAKhQ,28,3.65,89
uDMVdKN96iTB9RlMHx2Isw,120,4.23,194
wjYvdrwIQtD9T_47DeHODA,1,5,398
D_kaYMyBD7nFZwD4DPveQg,4,3.6,280
znLH7M18X-3-hx9a9fN2pg,3,5,104
pvyrJBQ9J4d6p1NEvqgeiQ,243,3.97,147
wBRh5w-b5Apb7bxUc0iwDQ,126,4.44,463
mDJSGUfepps9sQ3q-UqjgA,102,3.87,66
TTgpnXR3ni7Z7Qx4LPvqDg,104,4.33,31
tSpEbnKOjtvY7BjIkarmcA,379,3.39,149
aZ4h9L6ETGl-2s3njd2Cpw,175,3.81,180
TUh8Rk47DqIVq4pfddQN2A,140,3.55,587
GmzbU3b4PAbDzkiQK76e0w,304,3.8,106
vXeJbvmOWK-CBVihNJNqqw,42,3.9,71
PwK31L4LDqo3AvqZlsQPbA,116,4.26,210
b_profDkNT5mpc8RXnfecw,149,4.15,56
08_4tii26UCtdabjDNhspA,112,4.29,192
hq5XBLOm6Q2ly3Orqe3dNw,138,4.21,303
sGyY2bCwC__l-qbS9Ddd2A,94,3.46,391
kLvxzWp5F8QNnlfuL42sKA,269,3.46,129
WO2NJ_beWE07f4kfXydanA,161,4.02,77
tgW8Nm-3QxhYbMHLlFkMhA,266,3.92,327
mYR2Kah8HG8sA4bcE1_Pfw,89,4.09,137
3yEF4RBACpCIcWNkT5z5dQ,160,3.37,95
OlypwcHKi9yPWFpAIeaVpQ,117,3.82,39
ch3wjnvvVIymmI9vwekG1A,124,4.09,206
32kX9VmpI87pE8qGT2gjPA,138,3.46,66
TGVj6n3gPQXT3ImDTdWc9Q,196,4.08,172
vIpiBDVGVPXsf_DzqwFyHQ,66,3.93,452
YMkdlZLq9mJU1OpYhVPj2w,150,3.88,820
arClkvdti1PnM2vhILmFeg,728,3.34,144
ibINWeLGoC5ffEbJ2_KhOw,217,3.59,566
HqZVWvzk2ZSPWF4WjVn1oA,113,4.08,770
BwNM3dlXVMoVzgQwCdx97Q,153,3.72,33
ecsgy2Wz1w3x4GSNdD39qw,98,4.57,845
XmIyqvl9487pGH7gvrkjgg,286,4.57,626
of5pT1ZSVAPmhPCrrucKuQ,97,4.65,260
gfdr_hQYgygCZLD_mvC2DA,76,4.12,304
JfJg0X54k05KO1GJk5QKJA,371,3.61,150
T4L1mTz2Shd9VpVIb1fZoQ,184,4.17,418
U08FBOaRQCk-IAcHPAxzKA,617,4.01,987
eBPovHBx27RAFVjgtOWMKw,218,3.85,97
aE3_m_nBfzVKRExDB-HJhg,134,3.93,453
p6NnhV7HHFlNmfShh1IKyw,363,3.98,305
tFLqHyH69i6TaEpcZ82_fA,70,4.3,22
X2KI6K8fNoUfQNlN_yWqOQ,289,4.05,94
JYkhoas2sdwAXaoHCmXqLQ,153,4.09,233
yqS7RaJWQqR9tuIf5kyEyw,238,3.76,524
6fg81vQQNDN0zo-TtP19wg,269,4.03,280
0pW25Zh_Tncz9qtxVB-o_w,98,4.09,120
GTJug_ZlM-J_7nOJpxSpuQ,26,4.13,423
anwhoLgI9YUktYleQXsllw,132,3.39,156
bBIsg912kX1mlk5ytnCi1w,279,3.86,650
UucuUW_j1AwPRcO868aixw,41,4.5,733
0TBK4KcAg6Nnskqi32EYYw,588,3.99,511
WSgiFuREvsve8UYSYHiqJA,225,3.7,123
oQ1UkJXLj6EtQStfr08SfQ,336,4.26,89
dnQzdLHYduCH6tooEkiGYA,704,3.86,1334
_6IVwXVMyKRR3ojdFH4LWA,60,4.28,45
yOwcieWFQt1-6G9buF2gPA,229,4.51,534
1L7LDyht-8QYJPkU9okS6w,124,4.47,335
Khe-fzQpJ0xPlPwFckBjHA,1825,3.54,610
rqv9mIc9pj9R_b0MIm_fzg,334,4.01,1566
5QYW9X_nwHEliqJzOl3C4A,210,3.91,207
z_cp1lEwE8bc_AfFvf0vig,89,3.99,14
MQTeZh4eaUAJqWqGB9qkig,191,3.98,57
Hi10sGSZNxQH3NLyWSZ1oA,17473,3.77,5331
5fWXa_0ogCs5inSqUpUVZw,212,3.68,542
1ZG-6QjiapNXAK2sIKLMEQ,567,3.67,158
3aA4uaGPgK_5_ZlYbVs9rg,474,3.94,1490
pou3BbKsIozfH50rxmnMew,2812,4.28,4024
xQIMqzCq42N-h1aGKwIEBQ,99,3.82,160
DsA-Ngf4gx7V7k22ytZ0VA,153,3.51,67
_OT0XRhlofdE9T1o4namKQ,228,4.47,137
vo6o8FRObYzianCSjKqrLA,589,3.57,441
FM_dyiQ5Kw3SM0oI4NmWAA,500,3.75,381
W2bOQ3AuvN9RT9E4WWldvw,445,3.59,783
gWo_pZGXsT02wg9gD7G_lg,359,4.28,699
xMSJuLPWHtPMsOUiRlxu5w,277,3.99,64
yZzN-0jhC7Wf4405PSR16w,320,3.9,914
u5xRYdVlNHx0AsUt8JFBtQ,452,3.89,752
S8aunXrPaNU-WSlWxT_h0Q,218,3.86,782
NGBAz-5GCWAv6Em7LtrBeQ,425,3.93,2036
RgLTpGiZVo4s5gLEV9t_4g,182,4.2,359
BjtJ3VkMOxV2Lan037AFuw,572,4.3,3009
I5xO2CQPsb_dCnjYVQtDbg,108,3.91,538
KtQYWkzwV-fCTAIcQfc7Rw,92,4.65,140
KqqRdjZBsrLn8IoxbSC8gQ,34,3.86,83
6ccdhKGjb1x3cbNHkU7wdw,283,3.75,346
nbZ2mKN76eDnRwW6G4wyLA,461,3.57,285
_lfIG1PpcZJBvk0Pd19irA,379,3.63,395
9bGIVEWSw0uRbHnALxzhMw,34,4.03,121
LskubUP_Qw2xwyfoBCyIBQ,163,3.97,1027
qka7EXBwxSXBZ0BT4QWbMg,59,4.27,80
0lOSGSPpahLaJJKODrUTzQ,187,3.45,598
HfjpPNjU9nViIaIeWLQ_0A,156,3.9,711
km_knOT49nDVdIsb6w4hzw,336,3.69,256
uyeGR0lspsXVarqrUZcYjw,75,4.17,396
8ibBR_p6xbY7Q8bymY3WVQ,286,3.95,1683
5hWWtgHwpuEyhfUGn19vgw,15,4.4,420
teMqdHTaJDnUenJG8lh2_g,569,4.11,513
LbEwuy7LX8p_t4VA1Od6dw,250,3.96,824
kPgNVSxXnhkyWBkqTcW45g,1050,4.38,5767
hEMBlJJY2LhR8wY9KJlzJw,86,4.43,467
QScQIxuQmbJAEz6cx74VxQ,97,4.16,175
SI-wqUwb6AHF02WnY6eNHA,47,2.52,122
hT2Mw5m_SXBDVBuvA3KY-w,911,3.43,1586
o77mRfNFO76eywHZLnpatw,191,3.53,182
JomVanfzaZ3zS1ZzI2wO1A,113,4.61,1852
8myIr-BtYNxj-4AkvjwJJA,487,3.62,561
AQxvwnwwRlcEgfVkbSMj4g,268,4.35,1203
NBL1IrGQf5g-9t4l43hIQg,15,4.73,187
eiiXoxbl2nzTy3VTsOd-Qw,1135,3.2,2473
gTRXMC6NwtZO35ZngKzRzg,284,3.55,531
fr3bNNpc8qHIbacl3C9MLQ,28,3.4,17
gYm5WujteCSMhwdA2jqqzg,291,4.24,1565
wm97KC6G0resSDXTmNIMKw,1337,4.16,1284
hP77ekIt7q922IwS1DHk_A,151,3.86,213
sCpZilDWQslqVKk2xUJKQw,776,3.94,2405
6FasnS3e53f3fW_zwVv-sw,589,3.96,1111
93z2eFLoFuSNDjOM19VvIA,7,3.86,138
c_zD6u1USfv3FI6wg1T9JA,920,3.85,262
OA-eps0MDNwnaThISWu-rw,157,4.24,5206
iMuU7XiFKFUmyBvGKuRAkg,103,3.95,474
ZIXaxKy4SSVisS7Zy252tg,142,4.58,1758
mCe3o602TtjIHu384cZK2Q,303,3.74,141
xd0G0R1eM4gdNkWFgjNDHg,22,4.09,95
